stance_1,stance_2,polarity,timestamp,key,wave
I want to reduce environmental impact,My family supports eating less meat,positive,2025-12-09T17:32:42.873Z,e0b47f3f6a91ab2e,1
I still consume red meat,I want to improve my health,negative,2025-12-09T17:32:58.807Z,e0b47f3f6a91ab2e,1
I crave steak and chicken,I want to improve my health,negative,2025-12-09T17:33:00.443Z,e0b47f3f6a91ab2e,1
I still consume red meat,Doctor recommended reducing red meat,negative,2025-12-09T17:33:03.453Z,e0b47f3f6a91ab2e,1
I crave steak and chicken,Doctor recommended reducing red meat,negative,2025-12-09T17:33:04.943Z,e0b47f3f6a91ab2e,1
I still consume red meat,I limit how much meat I eat,negative,2025-12-09T17:33:08.449Z,e0b47f3f6a91ab2e,1
I crave steak and chicken,I limit how much meat I eat,negative,2025-12-09T17:33:11.699Z,e0b47f3f6a91ab2e,1
I try to get enough protein,Chicken is cheaper than other meats,positive,2025-12-09T17:16:36.664Z,e04998f79adab146,1
I eat chicken regularly,Chicken is cheaper than other meats,positive,2025-12-09T17:16:42.229Z,e04998f79adab146,1
I try to get enough protein,Meat is easy to get at the store,negative,2025-12-09T17:17:02.531Z,e04998f79adab146,1
I include vegetables for health,I try to balance meat with vegetables,positive,2025-12-09T18:00:55.181Z,fd51071022fe231c,1
I eat meat for protein,I eat meat regularly,positive,2025-12-09T18:01:05.525Z,fd51071022fe231c,1
I want variety in my diet,I try to balance meat with vegetables,positive,2025-12-09T18:01:41.388Z,fd51071022fe231c,1
I eat meat for convenience,I eat meat regularly,positive,2025-12-09T18:02:17.348Z,fd51071022fe231c,1
Some social contacts eat meat daily,Some social contacts focus on health,positive,2025-12-09T18:03:06.916Z,fd51071022fe231c,1
I am more mindful about portion sizes,I try to balance meat with vegetables,positive,2025-12-09T18:03:16.820Z,fd51071022fe231c,1
I eat meat for convenience,Some social contacts focus on health,negative,2025-12-09T18:04:14.931Z,fd51071022fe231c,1
I try to balance meat with vegetables,I eat meat regularly,negative,2025-12-09T18:04:32.732Z,fd51071022fe231c,1
I want variety in my diet,I include vegetables for health,negative,2025-12-09T18:04:45.179Z,fd51071022fe231c,1
I include vegetables for health,Some social contacts eat meat daily,negative,2025-12-09T18:05:01.299Z,fd51071022fe231c,1
I eat meat for protein,I eat meat for convenience,negative,2025-12-09T18:05:36.011Z,fd51071022fe231c,1
I want to have healthy muscle mass,Meat provides me with protein,positive,2025-12-09T17:34:46.063Z,5152ad6df864fdab,1
I have considered reducing pork consumption,I have concerns about processed meats,positive,2025-12-09T17:34:53.809Z,5152ad6df864fdab,1
I am on a low-carb diet,Meat provides me with protein,positive,2025-12-09T17:34:57.966Z,5152ad6df864fdab,1
I want to feel full and fueled,I eat multiple meat products daily,positive,2025-12-09T17:35:04.820Z,5152ad6df864fdab,1
I have considered reducing pork consumption,My social contacts prefer taste and satiety,positive,2025-12-09T17:35:08.517Z,5152ad6df864fdab,1
I want to have healthy muscle mass,I eat multiple meat products daily,positive,2025-12-09T17:35:34.180Z,5152ad6df864fdab,1
I have considered reducing pork consumption,Meat provides me with protein,negative,2025-12-09T17:36:10.238Z,5152ad6df864fdab,1
I have concerns about processed meats,Meat provides me with protein,negative,2025-12-09T17:36:12.402Z,5152ad6df864fdab,1
I want to have healthy muscle mass,I have concerns about processed meats,negative,2025-12-09T17:36:49.508Z,5152ad6df864fdab,1
I am on a low-carb diet,My social contacts prefer taste and satiety,negative,2025-12-09T17:37:07.008Z,5152ad6df864fdab,1
I eat chicken and fish,I have cholesterol concerns,positive,2025-12-09T17:58:47.358Z,3adb7e8ae191bee6,1
I have cholesterol concerns,I work in the medical profession,positive,2025-12-09T17:58:54.473Z,3adb7e8ae191bee6,1
I work in the medical profession,I hear doctors advise less meat,positive,2025-12-09T17:58:57.415Z,3adb7e8ae191bee6,1
I hear doctors advise less meat,Meat expense is a concern for me,positive,2025-12-09T17:59:10.393Z,3adb7e8ae191bee6,1
Meat expense is a concern for me,I avoid beef,positive,2025-12-09T17:59:12.169Z,3adb7e8ae191bee6,1
Holiday traditions involve ham or turkey,Meat expense is a concern for me,negative,2025-12-09T18:00:16.254Z,3adb7e8ae191bee6,1
Red meat was expensive growing up,My family ate healthy overall,positive,2025-12-09T17:22:32.448Z,79908652a256d33e,1
I often choose chicken or fish instead,I try to reduce red meat,positive,2025-12-09T17:22:36.427Z,79908652a256d33e,1
Red meat was expensive growing up,We ate fish every Friday for religious reasons,positive,2025-12-09T17:22:58.589Z,79908652a256d33e,1
We ate fish every Friday for religious reasons,I have health concerns about red meat,negative,2025-12-09T17:23:34.222Z,79908652a256d33e,1
I often choose chicken or fish instead,Local meat is too expensive for me,negative,2025-12-09T17:23:42.002Z,79908652a256d33e,1
Meat is a source of protein for me,I eat meat every day,positive,2025-12-09T17:34:38.752Z,405ae83ad699f77e,1
I enjoy the taste of meat,Meat is a source of protein for me,positive,2025-12-09T17:34:52.376Z,405ae83ad699f77e,1
Meat is a source of protein for me,My family eats meat regularly,positive,2025-12-09T17:35:10.889Z,405ae83ad699f77e,1
I can afford to buy meat,My friends eat meat regularly,negative,2025-12-09T17:35:46.841Z,405ae83ad699f77e,1
I eat chicken regularly,I have low iron,positive,2025-12-09T17:51:55.623Z,f1109e14be29a5d7,1
My son is vegetarian,I value animal welfare,positive,2025-12-09T17:52:00.731Z,f1109e14be29a5d7,1
Social contacts grew up eating meat,I value animal welfare,positive,2025-12-09T17:52:06.428Z,f1109e14be29a5d7,1
Vegan food is too expensive for me,"I avoid beef, pork, and lamb",positive,2025-12-09T17:52:19.357Z,f1109e14be29a5d7,1
I am frustrated with food labeling,"I avoid beef, pork, and lamb",positive,2025-12-09T17:52:22.230Z,f1109e14be29a5d7,1
I value animal welfare,Vegan food is too expensive for me,negative,2025-12-09T17:52:41.803Z,f1109e14be29a5d7,1
I eat chicken regularly,I value animal welfare,negative,2025-12-09T17:52:46.154Z,f1109e14be29a5d7,1
Social contacts grew up eating meat,"I avoid beef, pork, and lamb",negative,2025-12-09T17:52:51.838Z,f1109e14be29a5d7,1
I am frustrated with food labeling,I value animal welfare,negative,2025-12-09T17:53:02.033Z,f1109e14be29a5d7,1
I eat vegetarian meals several times a week,I am concerned about antibiotics in meat,positive,2025-12-09T17:37:25.628Z,e16f233f154de5f7,1
I eat meat for extra protein,I eat chicken regularly,positive,2025-12-09T17:37:30.868Z,e16f233f154de5f7,1
Social contacts avoid beef for animal welfare,I am concerned about animal welfare,positive,2025-12-09T17:37:43.772Z,e16f233f154de5f7,1
I am concerned about factory farming practices,Social contacts avoid beef for animal welfare,positive,2025-12-09T17:37:49.319Z,e16f233f154de5f7,1
I eat ground beef once a week,I eat meat for extra protein,positive,2025-12-09T17:37:59.717Z,e16f233f154de5f7,1
My daughter mainly eats vegetarian,I eat vegetarian meals several times a week,positive,2025-12-09T17:38:05.465Z,e16f233f154de5f7,1
I eat meat for extra protein,I am concerned about antibiotics in meat,negative,2025-12-09T17:38:39.074Z,e16f233f154de5f7,1
I eat meat for extra protein,I am concerned about animal welfare,negative,2025-12-09T17:38:45.290Z,e16f233f154de5f7,1
I eat meat for extra protein,I am concerned about factory farming practices,negative,2025-12-09T17:38:48.487Z,e16f233f154de5f7,1
I eat ground beef once a week,I am concerned about animal welfare,negative,2025-12-09T17:38:54.717Z,e16f233f154de5f7,1
I eat vegetarian meals several times a week,I eat chicken regularly,negative,2025-12-09T17:39:04.369Z,e16f233f154de5f7,1
I eat vegetarian meals several times a week,I eat meat for extra protein,negative,2025-12-09T17:39:08.316Z,e16f233f154de5f7,1
My daughter mainly eats vegetarian,I eat meat for extra protein,negative,2025-12-09T17:39:17.044Z,e16f233f154de5f7,1
Social contacts avoid beef for animal welfare,I eat meat for extra protein,negative,2025-12-09T17:39:33.885Z,e16f233f154de5f7,1
I was raised to eat meat with meals,Eating meat is a family habit,positive,2025-12-09T17:28:25.339Z,7965eb39cc1b7b97,1
I was raised to eat meat with meals,I want to reduce cholesterol,positive,2025-12-09T17:28:32.061Z,7965eb39cc1b7b97,1
I reduced meat due to cholesterol concerns,I want to reduce cholesterol,positive,2025-12-09T17:28:34.687Z,7965eb39cc1b7b97,1
My partner had high cholesterol levels,I reduced meat due to cholesterol concerns,positive,2025-12-09T17:28:43.506Z,7965eb39cc1b7b97,1
I eat beef every day,My partner had high cholesterol levels,positive,2025-12-09T17:28:46.796Z,7965eb39cc1b7b97,1
I want a balanced diet,I eat beef every day,positive,2025-12-09T17:28:49.727Z,7965eb39cc1b7b97,1
I eat meat in moderation,I want a balanced diet,positive,2025-12-09T17:28:52.727Z,7965eb39cc1b7b97,1
I eat meat in moderation,I want dietary iron and protein,positive,2025-12-09T17:28:59.006Z,7965eb39cc1b7b97,1
Eating meat is a family habit,I want dietary iron and protein,positive,2025-12-09T17:29:01.895Z,7965eb39cc1b7b97,1
I believe in ethical treatment of animals,I eat fish and poultry occasionally,positive,2025-12-09T17:36:57.031Z,7819704fed235622,1
I have health concerns,I eat fish and poultry occasionally,positive,2025-12-09T17:37:02.024Z,7819704fed235622,1
I have health concerns,I have high blood pressure,positive,2025-12-09T17:37:05.042Z,7819704fed235622,1
I have health concerns,I have high cholesterol,positive,2025-12-09T17:37:08.121Z,7819704fed235622,1
I am close to being vegetarian,I believe in ethical treatment of animals,positive,2025-12-09T17:37:15.687Z,7819704fed235622,1
I am close to being vegetarian,I have high cholesterol,positive,2025-12-09T17:37:18.563Z,7819704fed235622,1
I am close to being vegetarian,I have high blood pressure,positive,2025-12-09T17:37:23.030Z,7819704fed235622,1
I believe in ethical treatment of animals,I have not eaten red meat in 20 years,positive,2025-12-09T17:37:27.709Z,7819704fed235622,1
I have had pancreatitis,I have health concerns,positive,2025-12-09T17:37:34.019Z,7819704fed235622,1
I have health concerns,Vegetables are my primary protein source,positive,2025-12-09T17:37:45.323Z,7819704fed235622,1
I am close to being vegetarian,I eat fish and poultry occasionally,positive,2025-12-09T17:38:04.195Z,7819704fed235622,1
I am close to being vegetarian,I eat fish and poultry occasionally,negative,2025-12-09T17:38:40.785Z,7819704fed235622,1
I eat meat four times a week,My family are all meat eaters,positive,2025-12-09T17:30:35.235Z,c314920d84ff0215,1
I eat meat four times a week,Meat substitutes do not taste like real meat,positive,2025-12-09T17:30:38.525Z,c314920d84ff0215,1
My family are all meat eaters,Meat substitutes do not taste like real meat,positive,2025-12-09T17:30:40.917Z,c314920d84ff0215,1
I eat meat four times a week,I enjoy the taste of meat,positive,2025-12-09T17:30:45.029Z,c314920d84ff0215,1
I eat meat four times a week,My friends are mostly meat eaters,positive,2025-12-09T17:30:49.409Z,c314920d84ff0215,1
I enjoy the taste of meat,My friends are mostly meat eaters,positive,2025-12-09T17:30:51.875Z,c314920d84ff0215,1
My family are all meat eaters,I enjoy the taste of meat,positive,2025-12-09T17:30:54.415Z,c314920d84ff0215,1
I enjoy the taste of meat,I have cultural traditions of eating meat,positive,2025-12-09T17:30:59.438Z,c314920d84ff0215,1
My family are all meat eaters,I have cultural traditions of eating meat,positive,2025-12-09T17:31:02.161Z,c314920d84ff0215,1
My friends are mostly meat eaters,I have cultural traditions of eating meat,positive,2025-12-09T17:31:04.186Z,c314920d84ff0215,1
I eat meat four times a week,I have cultural traditions of eating meat,positive,2025-12-09T17:31:07.075Z,c314920d84ff0215,1
Meat substitutes do not taste like real meat,I eat meat four times a week,negative,2025-12-09T17:31:33.077Z,c314920d84ff0215,1
Meat substitutes do not taste like real meat,I enjoy the taste of meat,negative,2025-12-09T17:31:35.373Z,c314920d84ff0215,1
Meat substitutes do not taste like real meat,I have cultural traditions of eating meat,negative,2025-12-09T17:31:38.087Z,c314920d84ff0215,1
Meat substitutes do not taste like real meat,My friends are mostly meat eaters,negative,2025-12-09T17:31:40.143Z,c314920d84ff0215,1
Meat fits my active lifestyle,Meat is an easy protein source,positive,2025-12-09T17:46:04.828Z,520db7eff8e356ca,1
Meat fits my active lifestyle,I eat meat almost every day,positive,2025-12-09T17:46:12.128Z,520db7eff8e356ca,1
Meat is an easy protein source,I eat meat almost every day,positive,2025-12-09T17:46:21.045Z,520db7eff8e356ca,1
Meat is familiar to me,I eat meat almost every day,positive,2025-12-09T17:46:33.179Z,520db7eff8e356ca,1
Eating meat is convenient,I eat meat almost every day,positive,2025-12-09T17:46:44.245Z,520db7eff8e356ca,1
I enjoy eating meat,I eat meat almost every day,positive,2025-12-09T17:46:57.411Z,520db7eff8e356ca,1
Eating meat is convenient,Meat fits my active lifestyle,positive,2025-12-09T17:47:08.810Z,520db7eff8e356ca,1
Everyone I know eats meat,I eat meat daily,positive,2025-12-09T17:31:12.533Z,aa0f860caa6662ef,1
I eat meat daily,I believe animal protein is necessary,positive,2025-12-09T17:31:23.613Z,aa0f860caa6662ef,1
I want to meet protein requirements,I eat meat daily,positive,2025-12-09T17:31:28.006Z,aa0f860caa6662ef,1
I want to meet protein requirements,I believe animal protein is necessary,positive,2025-12-09T17:31:31.172Z,aa0f860caa6662ef,1
I enjoy the taste of meat,I eat meat daily,positive,2025-12-09T17:31:38.171Z,aa0f860caa6662ef,1
I believe animal protein is necessary,I try to avoid fried and greasy meats,negative,2025-12-09T17:32:23.636Z,aa0f860caa6662ef,1
I believe animal protein is necessary,I have a sensitivity to beef,negative,2025-12-09T17:32:26.869Z,aa0f860caa6662ef,1
I want to meet protein requirements,I try to avoid fried and greasy meats,negative,2025-12-09T17:32:37.834Z,aa0f860caa6662ef,1
I want to meet protein requirements,I have a sensitivity to beef,negative,2025-12-09T17:32:42.285Z,aa0f860caa6662ef,1
I enjoy the taste of meat,I try to avoid fried and greasy meats,negative,2025-12-09T17:32:47.644Z,aa0f860caa6662ef,1
Improved health motivates my meat-eating,I follow a mostly animal-based diet,positive,2025-12-09T17:26:44.861Z,b06ebcb759ca3ce4,1
I eat meat-based meals daily,Improved health motivates my meat-eating,positive,2025-12-09T17:26:48.041Z,b06ebcb759ca3ce4,1
I eat meat-based meals daily,I follow a mostly animal-based diet,positive,2025-12-09T17:27:06.118Z,b06ebcb759ca3ce4,1
I eat meat,"I choose chicken, turkey, or fish",positive,2025-12-09T17:27:30.196Z,b88f86ad894a422f,1
I eat meat,I want to get enough protein,positive,2025-12-09T17:27:33.515Z,b88f86ad894a422f,1
I eat meat,I try to limit red meat,positive,2025-12-09T17:27:35.715Z,b88f86ad894a422f,1
I try to eat healthier,I want to get enough protein,positive,2025-12-09T17:27:42.212Z,b88f86ad894a422f,1
I cook most meals at home,My husband eats what I cook,positive,2025-12-09T17:27:46.003Z,b88f86ad894a422f,1
I eat meat several times a week,I am not influenced by others,positive,2025-12-09T17:37:47.159Z,04311d2ad745c4c6,1
I try plant-based products,I am not influenced by others,positive,2025-12-09T17:37:51.359Z,04311d2ad745c4c6,1
I am not influenced by others,I include meat for nutrients,positive,2025-12-09T17:37:57.203Z,04311d2ad745c4c6,1
I prefer turkey or chicken,I am not influenced by others,positive,2025-12-09T17:37:59.555Z,04311d2ad745c4c6,1
I am not influenced by others,I feel healthier after plant-based meals,positive,2025-12-09T17:38:19.523Z,04311d2ad745c4c6,1
I feel healthier after plant-based meals,I am mindful about nutrition now,positive,2025-12-09T17:38:22.149Z,04311d2ad745c4c6,1
I enjoy having steak and ribs,I like the flavor of meat,positive,2025-12-09T17:34:03.426Z,74ee6a013b1d50b3,1
I like the flavor of meat,All my friends eat meat frequently,positive,2025-12-09T17:34:08.565Z,74ee6a013b1d50b3,1
I like the flavor of meat,I eat meat with almost every meal,positive,2025-12-09T17:34:12.289Z,74ee6a013b1d50b3,1
