stance_1,stance_2,polarity,explicitness,strength,key,wave
I have age-related health concerns,I cut out red meat for cholesterol,positive,implicit,70,b8eba67020022d75,1
I am influenced by Nikola Tesla's diet,I have age-related health concerns,positive,explicit,80,b8eba67020022d75,1
I am influenced by Nikola Tesla's diet,I want solid protein substitutes for meat,positive,implicit,60,b8eba67020022d75,1
I am influenced by Nikola Tesla's diet,I want to reduce dietary fat,positive,implicit,60,b8eba67020022d75,1
I am influenced by Nikola Tesla's diet,I buy tofu as meat substitute,positive,implicit,50,b8eba67020022d75,1
I want solid protein substitutes for meat,I think tofu is cheaper than meat,positive,implicit,55,b8eba67020022d75,1
I want to reduce dietary fat,I think tofu is cheaper than meat,positive,implicit,45,b8eba67020022d75,1
Environmental concerns about eating meat,I have thought about reducing meat,positive,explicit,95,53cf43f573cc8f32,1
Environmental concerns about eating meat,I like to eat meat,negative,implicit,60,53cf43f573cc8f32,1
Environmental concerns about eating meat,Most meals contain meat,negative,implicit,55,53cf43f573cc8f32,1
Environmental concerns about eating meat,Meat provides protein and energy,negative,implicit,50,53cf43f573cc8f32,1
Environmental concerns about eating meat,I want meat growing to be sustainable,positive,explicit,98,53cf43f573cc8f32,1
Friends and family eat meat,I grew up eating meat,positive,explicit,90,53cf43f573cc8f32,1
Friends and family eat meat,Most meals contain meat,positive,explicit,80,53cf43f573cc8f32,1
I grew up eating meat,Most meals contain meat,positive,explicit,90,53cf43f573cc8f32,1
I like to eat meat,Meat provides protein and energy,positive,implicit,60,53cf43f573cc8f32,1
I like to eat meat,Most meals contain meat,positive,explicit,90,53cf43f573cc8f32,1
I like to eat meat,I grew up eating meat,positive,explicit,65,53cf43f573cc8f32,1
Friends and family eat meat,Social circle likes the taste of meat,positive,explicit,90,53cf43f573cc8f32,1
I want meat growing to be sustainable,Environmental concerns about eating meat,positive,explicit,98,53cf43f573cc8f32,1
I like to eat meat,I have thought about reducing meat,negative,explicit,80,53cf43f573cc8f32,1
I have thought about reducing meat,Meat provides protein and energy,negative,explicit,75,53cf43f573cc8f32,1
I want meat growing to be sustainable,Most meals contain meat,negative,implicit,40,53cf43f573cc8f32,1
Doctor recommended reducing red meat,I limit how much meat I eat,positive,explicit,95,e0b47f3f6a91ab2e,1
I crave steak and chicken,I limit how much meat I eat,negative,explicit,80,e0b47f3f6a91ab2e,1
I limit how much meat I eat,I still consume red meat,positive,explicit,60,e0b47f3f6a91ab2e,1
I limit how much meat I eat,I want to improve my health,positive,explicit,95,e0b47f3f6a91ab2e,1
I limit how much meat I eat,I want to reduce environmental impact,positive,explicit,85,e0b47f3f6a91ab2e,1
I believe protein can come from alternatives,I limit how much meat I eat,positive,explicit,75,e0b47f3f6a91ab2e,1
I believe protein can come from alternatives,I crave steak and chicken,negative,implicit,45,e0b47f3f6a91ab2e,1
I want to improve my health,Doctor recommended reducing red meat,positive,explicit,90,e0b47f3f6a91ab2e,1
I want to reduce environmental impact,Sister-in-law wants to help the environment,positive,explicit,90,e0b47f3f6a91ab2e,1
I limit how much meat I eat,My family supports eating less meat,positive,explicit,85,e0b47f3f6a91ab2e,1
My family supports eating less meat,Wife reduces meat in solidarity with me,positive,explicit,90,e0b47f3f6a91ab2e,1
I limit how much meat I eat,Wife reduces meat in solidarity with me,positive,explicit,90,e0b47f3f6a91ab2e,1
Sister-in-law wants to help the environment,Wife reduces meat in solidarity with me,positive,implicit,35,e0b47f3f6a91ab2e,1
I crave steak and chicken,I still consume red meat,positive,explicit,70,e0b47f3f6a91ab2e,1
Chicken is cheaper than other meats,I eat chicken regularly,positive,explicit,80,e04998f79adab146,1
I eat beef sometimes,Meat is easy to get at the store,positive,explicit,40,e04998f79adab146,1
I eat chicken regularly,Meat is easy to get at the store,positive,explicit,60,e04998f79adab146,1
I eat fish sometimes,Meat is easy to get at the store,positive,explicit,40,e04998f79adab146,1
I eat chicken regularly,I try to get enough protein,positive,explicit,75,e04998f79adab146,1
I eat beef sometimes,I try to get enough protein,positive,explicit,40,e04998f79adab146,1
I eat fish sometimes,I try to get enough protein,positive,explicit,40,e04998f79adab146,1
Chicken is cheaper than other meats,Meat is easy to get at the store,positive,explicit,50,e04998f79adab146,1
Chicken is cheaper than other meats,Meat is easy to get at the store,positive,explicit,50,e04998f79adab146,1
I eat chicken regularly,My friends eat similar meats,positive,explicit,40,e04998f79adab146,1
I eat beef sometimes,My friends eat similar meats,positive,explicit,30,e04998f79adab146,1
I eat fish sometimes,My friends eat similar meats,positive,explicit,30,e04998f79adab146,1
I am more mindful about portion sizes,I try to balance meat with vegetables,positive,explicit,80,fd51071022fe231c,1
I eat meat for convenience,I eat meat for protein,positive,explicit,85,fd51071022fe231c,1
I eat meat for protein,I eat meat regularly,positive,implicit,70,fd51071022fe231c,1
I eat meat for convenience,I eat meat regularly,positive,implicit,65,fd51071022fe231c,1
I eat meat for protein,I try to balance meat with vegetables,positive,explicit,55,fd51071022fe231c,1
I include vegetables for health,I try to balance meat with vegetables,positive,explicit,90,fd51071022fe231c,1
I include vegetables for health,I want variety in my diet,positive,explicit,50,fd51071022fe231c,1
I try to balance meat with vegetables,I want variety in my diet,positive,explicit,70,fd51071022fe231c,1
I eat meat for protein,I include vegetables for health,positive,explicit,50,fd51071022fe231c,1
I eat meat for convenience,I try to balance meat with vegetables,positive,explicit,40,fd51071022fe231c,1
I am more mindful about portion sizes,I eat meat regularly,negative,implicit,30,fd51071022fe231c,1
I am more mindful about portion sizes,I include vegetables for health,positive,implicit,50,fd51071022fe231c,1
I am more mindful about portion sizes,I want variety in my diet,positive,implicit,30,fd51071022fe231c,1
I eat meat regularly,I try to balance meat with vegetables,positive,implicit,55,fd51071022fe231c,1
Some social contacts eat meat daily,Some social contacts focus on health,negative,explicit,60,fd51071022fe231c,1
I am on a low-carb diet,I eat multiple meat products daily,positive,explicit,90,5152ad6df864fdab,1
I am on a low-carb diet,I want to have healthy muscle mass,positive,explicit,80,5152ad6df864fdab,1
I eat multiple meat products daily,I want to feel full and fueled,positive,explicit,85,5152ad6df864fdab,1
I eat multiple meat products daily,I want to have healthy muscle mass,positive,explicit,75,5152ad6df864fdab,1
I have considered reducing pork consumption,I have concerns about processed meats,positive,explicit,95,5152ad6df864fdab,1
I have concerns about processed meats,I eat multiple meat products daily,negative,implicit,35,5152ad6df864fdab,1
I want to feel full and fueled,Meat provides me with protein,positive,explicit,90,5152ad6df864fdab,1
I want to have healthy muscle mass,Meat provides me with protein,positive,explicit,90,5152ad6df864fdab,1
I am on a low-carb diet,I want to feel full and fueled,positive,implicit,70,5152ad6df864fdab,1
Meat provides me with protein,I eat multiple meat products daily,positive,explicit,85,5152ad6df864fdab,1
My social contacts prefer taste and satiety,I eat multiple meat products daily,positive,implicit,50,5152ad6df864fdab,1
I avoid beef,I eat chicken and fish,positive,explicit,90,3adb7e8ae191bee6,1
I avoid beef,I have cholesterol concerns,positive,explicit,100,3adb7e8ae191bee6,1
I eat chicken and fish,I have cholesterol concerns,positive,explicit,85,3adb7e8ae191bee6,1
I avoid beef,Meat expense is a concern for me,positive,explicit,75,3adb7e8ae191bee6,1
I eat chicken and fish,Meat expense is a concern for me,positive,explicit,70,3adb7e8ae191bee6,1
Holiday traditions involve ham or turkey,I eat chicken and fish,positive,implicit,30,3adb7e8ae191bee6,1
I hear doctors advise less meat,I have cholesterol concerns,positive,explicit,85,3adb7e8ae191bee6,1
I hear doctors advise less meat,I avoid beef,positive,explicit,75,3adb7e8ae191bee6,1
I hear doctors advise less meat,I eat chicken and fish,positive,implicit,65,3adb7e8ae191bee6,1
I have cholesterol concerns,Meat expense is a concern for me,positive,explicit,50,3adb7e8ae191bee6,1
I avoid beef,I work in the medical profession,positive,explicit,60,3adb7e8ae191bee6,1
I eat chicken and fish,I work in the medical profession,positive,explicit,55,3adb7e8ae191bee6,1
I hear doctors advise less meat,I work in the medical profession,positive,explicit,95,3adb7e8ae191bee6,1
Meat expense is a concern for me,I work in the medical profession,negative,explicit,25,3adb7e8ae191bee6,1
I have environmental concerns about red meat,I think red meat uses too many resources,positive,explicit,90,79908652a256d33e,1
I have environmental concerns about red meat,I try to reduce red meat,positive,explicit,75,79908652a256d33e,1
I have health concerns about red meat,I try to reduce red meat,positive,explicit,75,79908652a256d33e,1
I often choose chicken or fish instead,I try to reduce red meat,positive,explicit,85,79908652a256d33e,1
I often choose chicken or fish instead,I think red meat uses too many resources,positive,explicit,80,79908652a256d33e,1
Local meat is too expensive for me,Red meat was expensive growing up,positive,implicit,40,79908652a256d33e,1
My family ate healthy overall,Red meat was expensive growing up,positive,explicit,60,79908652a256d33e,1
I try to reduce red meat,Red meat was expensive growing up,positive,implicit,30,79908652a256d33e,1
I often choose chicken or fish instead,We ate fish every Friday for religious reasons,positive,implicit,35,79908652a256d33e,1
I often choose chicken or fish instead,My family ate healthy overall,positive,implicit,30,79908652a256d33e,1
I try to reduce red meat,My family ate healthy overall,positive,implicit,35,79908652a256d33e,1
We ate fish every Friday for religious reasons,My family ate healthy overall,positive,implicit,25,79908652a256d33e,1
I can afford to buy meat,I eat meat every day,positive,explicit,80,405ae83ad699f77e,1
I can afford to buy meat,Meat is part of my routine,positive,implicit,50,405ae83ad699f77e,1
I enjoy the taste of meat,I eat meat every day,positive,explicit,85,405ae83ad699f77e,1
I enjoy the taste of meat,Meat is part of my routine,positive,explicit,80,405ae83ad699f77e,1
I enjoy the taste of meat,My family eats meat regularly,positive,explicit,70,405ae83ad699f77e,1
I enjoy the taste of meat,My friends eat meat regularly,positive,explicit,70,405ae83ad699f77e,1
I eat meat every day,Meat is part of my routine,positive,explicit,95,405ae83ad699f77e,1
I eat meat every day,My family eats meat regularly,positive,explicit,90,405ae83ad699f77e,1
I eat meat every day,My friends eat meat regularly,positive,explicit,75,405ae83ad699f77e,1
Meat is a source of protein for me,I eat meat every day,positive,explicit,80,405ae83ad699f77e,1
Meat is a source of protein for me,Meat is part of my routine,positive,explicit,70,405ae83ad699f77e,1
Meat is a source of protein for me,I can afford to buy meat,positive,implicit,45,405ae83ad699f77e,1
My family eats meat regularly,Meat is part of my routine,positive,implicit,70,405ae83ad699f77e,1
My family eats meat regularly,My friends eat meat regularly,positive,explicit,60,405ae83ad699f77e,1
My friends eat meat regularly,Meat is part of my routine,positive,implicit,60,405ae83ad699f77e,1
I am frustrated with food labeling,I value animal welfare,positive,explicit,90,f1109e14be29a5d7,1
I am frustrated with food labeling,I eat chicken regularly,negative,implicit,40,f1109e14be29a5d7,1
I am frustrated with food labeling,"I avoid beef, pork, and lamb",positive,implicit,30,f1109e14be29a5d7,1
"I avoid beef, pork, and lamb",I eat chicken regularly,negative,explicit,85,f1109e14be29a5d7,1
"I avoid beef, pork, and lamb",I value animal welfare,positive,explicit,90,f1109e14be29a5d7,1
I have low iron,I eat chicken regularly,positive,explicit,95,f1109e14be29a5d7,1
I have low iron,"I avoid beef, pork, and lamb",negative,explicit,75,f1109e14be29a5d7,1
I have low iron,I value animal welfare,negative,explicit,80,f1109e14be29a5d7,1
I eat chicken regularly,I value animal welfare,negative,explicit,90,f1109e14be29a5d7,1
Social contacts grew up eating meat,I eat chicken regularly,positive,implicit,40,f1109e14be29a5d7,1
Vegan food is too expensive for me,I eat chicken regularly,positive,explicit,80,f1109e14be29a5d7,1
Vegan food is too expensive for me,I value animal welfare,negative,explicit,85,f1109e14be29a5d7,1
My son is vegetarian,I value animal welfare,positive,explicit,55,f1109e14be29a5d7,1
I am concerned about animal welfare,I am concerned about factory farming practices,positive,explicit,95,e16f233f154de5f7,1
