key,stance_1,stance_2,canvas
a46c865723cc0c1e,Eating meat is part of my routine,My family and friends eat meat regularly,support
a46c865723cc0c1e,I limit red meat consumption,I try to choose healthier meats,support
a46c865723cc0c1e,I eat meat two to three times daily,I limit red meat consumption,conflict
a46c865723cc0c1e,I limit red meat consumption,I try to include more protein,conflict
5a6edee02aac678f,"I prefer beef, pork, and chicken",People I know enjoy the taste of meat,support
5a6edee02aac678f,I like the taste of meat,People I know enjoy the taste of meat,support
5a6edee02aac678f,I like the taste of meat,"I prefer beef, pork, and chicken",support
5a6edee02aac678f,I like the taste of meat,People around me eat a lot of meat,support
5a6edee02aac678f,I eat meat daily,"I prefer beef, pork, and chicken",support
5a6edee02aac678f,I eat meat daily,I like the taste of meat,support
5a6edee02aac678f,I eat meat daily,I eat meat for protein,support
5a6edee02aac678f,I believe meat is healthy,I eat meat for protein,support
5a6edee02aac678f,I eat meat for protein,I switch meat types due to cost,conflict
036858a3a8430897,I make vegetable dishes when daughter visits,My daughter is vegan,support
036858a3a8430897,I eat meat at least once a day,I love to eat meat,support
036858a3a8430897,I love to eat meat,I miss meat when I do not eat it,support
036858a3a8430897,I eat meat at least once a day,I miss meat when I do not eat it,support
036858a3a8430897,I get most of my protein from meat,I think meat is important for health,support
036858a3a8430897,I think meat is important for health,My daughter is vegan,conflict
086ecf273585a9a4,"I eat chicken, beef, and pork",I save money buying chicken and pork,support
086ecf273585a9a4,I am trying to cut down on red meat,I want to eat more plant-based foods,support
086ecf273585a9a4,I have health concerns about red meat,I want to choose leaner meats,support
086ecf273585a9a4,I feel better eating less red meat,I have health concerns about red meat,support
086ecf273585a9a4,I am concerned about environmental impacts,I am trying to cut down on red meat,support
086ecf273585a9a4,I am concerned about environmental impacts,I want to eat more plant-based foods,support
086ecf273585a9a4,"I eat chicken, beef, and pork",I want to choose leaner meats,support
086ecf273585a9a4,I am trying to cut down on red meat,I save money buying chicken and pork,support
086ecf273585a9a4,"I eat chicken, beef, and pork",I feel better eating less red meat,conflict
086ecf273585a9a4,"I eat chicken, beef, and pork",I have health concerns about red meat,conflict
086ecf273585a9a4,I am trying to cut down on red meat,"I eat chicken, beef, and pork",conflict
086ecf273585a9a4,I am concerned about environmental impacts,"I eat chicken, beef, and pork",conflict
4911e6bef9ac963c,I am concerned about health problems from meat,I have reduced eating meat to every other day,support
4911e6bef9ac963c,I am concerned about health problems from meat,I want to lose weight,support
4911e6bef9ac963c,I have reduced eating meat to every other day,I want to lose weight,support
4911e6bef9ac963c,My family eats meat daily,My social contacts do not limit meat at all,support
4911e6bef9ac963c,I want to lose weight,My family eats meat daily,conflict
4911e6bef9ac963c,I am concerned about health problems from meat,My social contacts do not limit meat at all,conflict
f003c96b131253d6,Meat is just part of my diet,"We focus on a varied, balanced diet",support
f003c96b131253d6,Family has concerns about red meat health effects,One family member eats only white meat,support
f003c96b131253d6,I eat white meat twice a week,Meat is just part of my diet,support
f003c96b131253d6,Family has concerns about red meat health effects,I eat red meat a few times yearly,support
f003c96b131253d6,I eat red meat a few times yearly,I eat white meat twice a week,conflict
e510d4025a1f07f7,I am vegetarian,I was forcing myself to eat meat,support
e510d4025a1f07f7,I am vegetarian,I do not like the taste of meat,support
e510d4025a1f07f7,I want stronger muscles,I want to eat meat again,support
e510d4025a1f07f7,I want healthy hair,I want to eat meat again,support
e510d4025a1f07f7,I want more protein,I want to eat meat again,support
e510d4025a1f07f7,I do not like the taste of meat,I want more protein,conflict
e510d4025a1f07f7,I do not like the taste of meat,I want healthy hair,conflict
e510d4025a1f07f7,I do not like the taste of meat,I want stronger muscles,conflict
e510d4025a1f07f7,I do not like the taste of meat,I want to eat meat again,conflict
addff8dc6e11e669,I avoid eating red meat and pork,I dislike the smell and sight of red meat,support
addff8dc6e11e669,I avoid eating red meat and pork,Working in restaurants discouraged red meat eating,support
addff8dc6e11e669,I dislike the smell and sight of red meat,Working in restaurants discouraged red meat eating,support
addff8dc6e11e669,Girlfriend eats similar food at home,Social contacts eat meat regularly,support
addff8dc6e11e669,Exposure to different cultures might increase meat eating,Food availability during travel might influence eating,support
addff8dc6e11e669,Food availability during travel might influence eating,I avoid eating red meat and pork,conflict
addff8dc6e11e669,Food availability during travel might influence eating,I dislike the smell and sight of red meat,conflict
addff8dc6e11e669,I am concerned about animal welfare,"I regularly eat chicken, fish, and turkey",conflict
ba0ae2459e448093,Chicken and fish agree with me,I eat a lot of chicken and fish,support
ba0ae2459e448093,I eat almost no beef,I have digestive problems with beef,support
ba0ae2459e448093,I had colon cancer,I want to stay healthy,support
ba0ae2459e448093,I want to stay healthy,My wife changed her eating habits with me,support
ba0ae2459e448093,I eat a lot of chicken and fish,I have digestive problems with beef,support
ba0ae2459e448093,I eat almost no beef,I had colon cancer,support
ba0ae2459e448093,I eat almost no beef,I have digestive problems with beef,conflict
ba0ae2459e448093,I had colon cancer,I have digestive problems with beef,conflict
ba0ae2459e448093,I eat almost no beef,I had colon cancer,conflict
ba0ae2459e448093,I eat almost no beef,I want to stay healthy,conflict
a134d663306eaf79,I am concerned about animal welfare,I am concerned about environmental impact,support
a134d663306eaf79,I am concerned about environmental impact,I encourage meatless days,support
a134d663306eaf79,I crave meat during my follicular phase,I want more protein for athletic needs,support
a134d663306eaf79,I crave meat during my follicular phase,I want to avoid weight loss,support
a134d663306eaf79,I live with my boyfriend,My boyfriend prefers meals with meat,support
a134d663306eaf79,I eat meat daily,I want to avoid weight loss,support
a134d663306eaf79,I crave meat during my follicular phase,I eat meat daily,support
a134d663306eaf79,I eat meat daily,I want more protein for athletic needs,support
a134d663306eaf79,I eat meat daily,My boyfriend prefers meals with meat,support
a134d663306eaf79,I eat meat daily,I live with my boyfriend,support
a134d663306eaf79,I am concerned about animal welfare,I eat meat daily,conflict
a134d663306eaf79,I am concerned about animal welfare,I crave meat during my follicular phase,conflict
a134d663306eaf79,I am concerned about environmental impact,I eat meat daily,conflict
a134d663306eaf79,I eat meat daily,I encourage meatless days,conflict
a134d663306eaf79,I encourage meatless days,My boyfriend prefers meals with meat,conflict
a134d663306eaf79,I am concerned about environmental impact,My boyfriend prefers meals with meat,conflict
a134d663306eaf79,I am concerned about animal welfare,My boyfriend prefers meals with meat,conflict
ab0d4cea5548f80a,I eat meat regularly,Most family and friends eat meat,support
ab0d4cea5548f80a,I eat meat regularly,I enjoy eating meat,support
ab0d4cea5548f80a,High meat prices would change my habits,I am not concerned about climate change,conflict
6e8cf4836e13dd9d,I need protein for workouts,I work out a lot,support
6e8cf4836e13dd9d,I consider ethical meat consumption important,I seek alternative protein sources,support
6e8cf4836e13dd9d,I eat meat regularly,I need protein for workouts,support
6e8cf4836e13dd9d,I seek alternative protein sources,Protein content of alternatives matters to me,support
6e8cf4836e13dd9d,I try to reduce meat consumption,I want to reduce cholesterol level,support
6e8cf4836e13dd9d,I consider ethical meat consumption important,I try to reduce meat consumption,support
6e8cf4836e13dd9d,Protein content of alternatives matters to me,Quality of meat alternatives matters to me,support
6e8cf4836e13dd9d,I consider ethical meat consumption important,I want to reduce environmental blueprint,support
6e8cf4836e13dd9d,I eat meat regularly,I want to reduce cholesterol level,conflict
6e8cf4836e13dd9d,I eat meat regularly,I want to reduce environmental blueprint,conflict
6e8cf4836e13dd9d,I eat meat regularly,I try to reduce meat consumption,conflict
6e8cf4836e13dd9d,I consider ethical meat consumption important,I eat meat regularly,conflict
6e8cf4836e13dd9d,I need protein for workouts,I try to reduce meat consumption,conflict
6e8cf4836e13dd9d,I eat meat regularly,I seek alternative protein sources,conflict
6e8cf4836e13dd9d,I eat meat regularly,Quality of meat alternatives matters to me,conflict
d8e85ef0973f5cae,I buy meat when it looks good,Most people I know eat regular meat,support
d8e85ef0973f5cae,I eat meat a few times a week,Most people I know eat regular meat,support
d8e85ef0973f5cae,I follow doctor’s suggestions about food,Most people I know eat regular meat,support
d8e85ef0973f5cae,I alter meals if others want plant-based,Most people I know eat regular meat,conflict
ebffac6e5df1cc08,I prefer meat protein sources,Protein is important to me,support
ebffac6e5df1cc08,I work out and lift weights,My spouse values protein for fitness,support
ebffac6e5df1cc08,I eat a lot of chicken,My spouse values protein for fitness,support
ebffac6e5df1cc08,I eat a lot of chicken,I prefer meat protein sources,support
ebffac6e5df1cc08,Friends regularly eat meat together,Meat eating is a tradition in my community,support
ebffac6e5df1cc08,Protein is important to me,The cost of beef is high,conflict
ebffac6e5df1cc08,I eat a lot of chicken,I enjoy red meat,conflict
ebffac6e5df1cc08,I prefer meat protein sources,The cost of beef is high,conflict
ebffac6e5df1cc08,Friends regularly eat meat together,I work out and lift weights,conflict
ebffac6e5df1cc08,I work out and lift weights,Meat eating is a tradition in my community,conflict
436f8fdfd9f19736,I have always eaten meat,I plan to continue eating meat,support
436f8fdfd9f19736,I want optimal health from protein and iron,Meat is a part of everyday life,support
436f8fdfd9f19736,I am concerned about meat origins and labeling,"I seek organic, pasture-raised, grass-fed meat",support
436f8fdfd9f19736,I avoid lab-grown or 3D printed meat,"I seek organic, pasture-raised, grass-fed meat",support
436f8fdfd9f19736,Meat is a part of everyday life,Most people I know eat meat regularly,support
436f8fdfd9f19736,I have budget and money worries,"I seek organic, pasture-raised, grass-fed meat",conflict
436f8fdfd9f19736,I avoid lab-grown or 3D printed meat,I have always eaten meat,conflict
9cfb62646c810049,I am open to a balanced diet,I need more protein,support
9cfb62646c810049,I am open to a balanced diet,I will eat more vegetables if prepared deliciously,support
9cfb62646c810049,I am open to a balanced diet,I want to eat healthier meals,support
9cfb62646c810049,I mostly eat meat,Meat tastes better to me,support
9cfb62646c810049,Meat tastes better to me,My family eats more meat,support
9cfb62646c810049,I am open to a balanced diet,Meat tastes better to me,conflict
9cfb62646c810049,I need more protein,I will eat more vegetables if prepared deliciously,conflict
84ca074474b9b6ad,I prefer to eat chicken,My family does not eat much red meat,support
84ca074474b9b6ad,I find lean meats easiest for protein,I prefer to eat chicken,support
84ca074474b9b6ad,I am comfortable with my meat routine,I find lean meats easiest for protein,conflict
84ca074474b9b6ad,I enjoy eating meat,I prefer to eat chicken,conflict
337e9146d26fc3eb,I believe lean meats are healthier,I try to limit beef and pork,support
337e9146d26fc3eb,I believe lean meats are healthier,I have high blood pressure,support
337e9146d26fc3eb,I have high blood pressure,I look for alternative protein sources,support
337e9146d26fc3eb,I believe lean meats are healthier,My family eats what I cook,conflict
337e9146d26fc3eb,I am encouraged by my sister,I have high blood pressure,conflict
c7383a60cb3d5477,I enjoy eating meat,I try to eat meat more healthily,support
c7383a60cb3d5477,I eat meat for dinner every night,I feel healthy eating meat,support
c7383a60cb3d5477,Cooking at home improves my health,My wife has liver issues,support
c7383a60cb3d5477,Friends prioritize convenience over health,We avoid fast food at home,conflict
c7383a60cb3d5477,I enjoy eating meat,My wife has liver issues,conflict
9c82fc4c36156f08,Eating meat is a family tradition,My family serves meat with every meal,support
9c82fc4c36156f08,I enjoy the taste of meat,My typical meals usually include meat,support
9c82fc4c36156f08,Eating meat is a family tradition,My typical meals usually include meat,support
9c82fc4c36156f08,My family serves meat with every meal,My typical meals usually include meat,support
9c82fc4c36156f08,I believe meat is healthy and high protein,My mother avoids pork for health reasons,conflict
9c82fc4c36156f08,My family serves meat with every meal,My mother avoids pork for health reasons,conflict
9c82fc4c36156f08,Eating meat is a family tradition,My mother avoids pork for health reasons,conflict
24905a929f5aaec2,I abstain from red meat for months,I think moderation is important,support
24905a929f5aaec2,I love eating red meat,I use smoked sausage when cooking,support
24905a929f5aaec2,I use smoked sausage when cooking,I want to gain or keep weight,support
24905a929f5aaec2,I cook less red meat for my family,My partner avoids eating red meat,support
24905a929f5aaec2,My partner avoids eating red meat,My partner believes avoiding red meat is healthier,support
24905a929f5aaec2,I love eating red meat,My partner believes avoiding red meat is healthier,conflict
24905a929f5aaec2,I cook pork chops at home,My partner avoids eating red meat,conflict
24905a929f5aaec2,I abstain from red meat for months,I eat steak when dining out,conflict
298335236c158975,I enjoy the taste of meat,My friends and family eat meat regularly,support
298335236c158975,Eating meat is a habit,My friends and family eat meat regularly,support
298335236c158975,I am concerned about meat cost,I eat less meat than before,support
298335236c158975,I enjoy the taste of meat,I value meat for protein and nutrition,support
298335236c158975,I eat less meat than before,I eat meat occasionally,support
298335236c158975,I am concerned about meat cost,I substitute meat with cheese or eggs,support
298335236c158975,Eating meat is a habit,I eat meat occasionally,conflict
298335236c158975,Eating meat is a habit,I am concerned about meat cost,conflict
298335236c158975,I substitute meat with cheese or eggs,I value meat for protein and nutrition,conflict
24ea44f928c011ba,Meat is affordable,Meat is available to cook,support
24ea44f928c011ba,My household needs meat to live,No one considers eating less meat,support
24ea44f928c011ba,I eat meat for nutrients,I eat one meat meal per day,support
24ea44f928c011ba,I eat meat for taste,I eat one meat meal per day,support
24ea44f928c011ba,Meat is affordable,My household needs meat to live,support
24ea44f928c011ba,My household needs meat to live,People in my household eat more meat,support
24ea44f928c011ba,My household needs meat to live,No one considers eating less meat,conflict
24ea44f928c011ba,I eat one meat meal per day,People in my household eat more meat,conflict
8371a2887ae72076,I love the taste of meat,I would eat more meat if possible,support
8371a2887ae72076,I buy fried chicken from stores,I cannot cook meat currently,support
8371a2887ae72076,I buy pre-packaged meat for sandwiches,I cannot cook meat currently,support
8371a2887ae72076,I would eat more meat if possible,Price is my main motivation,support
8371a2887ae72076,I cannot cook meat currently,I love the taste of meat,conflict
8371a2887ae72076,I love the taste of meat,I would eat more meat if possible,conflict
8371a2887ae72076,I would eat more meat if possible,Price is my main motivation,conflict
8de500ff0f84f538,My child is anemic,My husband prefers meals with meat,support
8de500ff0f84f538,I eat meat 2-3 times a week,My husband prefers meals with meat,support
8de500ff0f84f538,I eat meat 2-3 times a week,My child is a picky eater for meat,support
8de500ff0f84f538,I eat meat 2-3 times a week,I keep kosher and eat kosher meat,support
8de500ff0f84f538,I am concerned about animal cruelty,My family eats plant-based for health reasons,support
8de500ff0f84f538,I am concerned about animal cruelty,I was vegan or vegetarian for years,support
8de500ff0f84f538,I am concerned about the environment,I was vegan or vegetarian for years,support
8de500ff0f84f538,I am concerned about the environment,My family eats plant-based for health reasons,support
8de500ff0f84f538,I eat meat 2-3 times a week,I have financial limitations,support
8de500ff0f84f538,I eat meat 2-3 times a week,I was vegan or vegetarian for years,conflict
8de500ff0f84f538,I am concerned about animal cruelty,I eat meat 2-3 times a week,conflict
8de500ff0f84f538,My family eats plant-based for health reasons,My husband prefers meals with meat,conflict
cdc1fd8a83edc5a9,I am a picky eater,I do not eat many fruits or vegetables,support
cdc1fd8a83edc5a9,I am a picky eater,I care about food texture,support
cdc1fd8a83edc5a9,I am a picky eater,I only eat certain kinds of meat,support
cdc1fd8a83edc5a9,I am a picky eater,I include meat in most meals,support
cdc1fd8a83edc5a9,I wish I could be vegetarian,My family includes a vegetarian,support
cdc1fd8a83edc5a9,I do not eat many fruits or vegetables,I wish I could be vegetarian,conflict
cdc1fd8a83edc5a9,I include meat in most meals,I wish I could be vegetarian,conflict
cdc1fd8a83edc5a9,I am a picky eater,I wish I could be vegetarian,conflict
cdc1fd8a83edc5a9,I am set in eating meat,I wish I could be vegetarian,conflict
cdc1fd8a83edc5a9,I care about food texture,I wish I could be vegetarian,conflict
76b6976d3c95342a,Meat-eating is ingrained in our behavior,My community farms and hunts meat,support
76b6976d3c95342a,I eat less meat than most people,Meat-eating is ingrained in our behavior,support
76b6976d3c95342a,Multiple friends eat less meat now,My mom eats less meat now,support
76b6976d3c95342a,I am sad about animal treatment on large farms,I eat meat daily,support
76b6976d3c95342a,I am sad about animal treatment on large farms,I eat meat daily,conflict
76b6976d3c95342a,I am sad about animal treatment on large farms,I was brought up eating meat,conflict
76b6976d3c95342a,I am sad about animal treatment on large farms,Meat-eating is ingrained in our behavior,conflict
76b6976d3c95342a,I eat less meat than most people,My community farms and hunts meat,conflict
0d3cc90a72fbaf72,I eat meat almost daily,I enjoy meat,support
0d3cc90a72fbaf72,Chicken is cheapest for most meals,I eat meat almost daily,support
0d3cc90a72fbaf72,I eat meat almost daily,Most people in my life eat meat,support
0d3cc90a72fbaf72,I eat meat with mother and grandmother,Most people in my life eat meat,support
0d3cc90a72fbaf72,I am open to trying a vegan diet,Meat tastes better than alternatives,conflict
0d3cc90a72fbaf72,I am open to trying a vegan diet,I grew up eating a lot of meat,conflict
9306e20a3c8202a6,I am concerned about my health,Social support encourages vegetarianism,support
9306e20a3c8202a6,Grocery costs are increasing,I am concerned about my health,support
9306e20a3c8202a6,I am concerned about my health,I want to limit animal suffering,support
9306e20a3c8202a6,I am concerned about my health,I care about the environment,support
9306e20a3c8202a6,I am concerned about my health,I became vegetarian,support
9306e20a3c8202a6,I became vegetarian,Social support encourages vegetarianism,support
9306e20a3c8202a6,I became vegetarian,I want to limit animal suffering,support
9306e20a3c8202a6,I became vegetarian,I care about the environment,support
9306e20a3c8202a6,I became vegetarian,I provide meatfree meals to friends,support
9306e20a3c8202a6,I became vegetarian,My husband became vegetarian,support
9306e20a3c8202a6,I became vegetarian,I used to eat meat daily,conflict
9306e20a3c8202a6,I used to eat meat daily,I want to limit animal suffering,conflict
9306e20a3c8202a6,I care about the environment,I used to eat meat daily,conflict
9306e20a3c8202a6,I am concerned about my health,I used to eat meat daily,conflict
9306e20a3c8202a6,I used to eat meat daily,Social support encourages vegetarianism,conflict
c32a7e5368c4de97,I love eating meat,I try to eat more fish,support
c32a7e5368c4de97,I eat chicken daily,I love eating meat,support
c32a7e5368c4de97,I alternate beef and turkey weekly,I eat chicken daily,support
c32a7e5368c4de97,My family has health challenges,Southern cuisine was central when growing up,support
c32a7e5368c4de97,My family has health challenges,My family has similar eating habits,support
c32a7e5368c4de97,I eat chicken daily,I occasionally eat fried chicken,support
c32a7e5368c4de97,I occasionally eat fried chicken,Southern cuisine was central when growing up,support
c32a7e5368c4de97,I occasionally eat fried chicken,My family has health challenges,conflict
c32a7e5368c4de97,I have health concerns,I occasionally eat fried chicken,conflict
a499c9666324fe8a,I am more aware of others' preferences,My roommate rarely eats meat,support
a499c9666324fe8a,I feel self conscious eating beef with my roommate,My roommate rarely eats meat,support
a499c9666324fe8a,I eat less red meat,I learned about cattle resource use,support
a499c9666324fe8a,I eat less red meat,I feel self conscious eating beef with my roommate,support
a499c9666324fe8a,I eat less red meat,"I eat mainly fish, shrimp, or chicken",support
a499c9666324fe8a,I learned about cattle resource use,I limit meat consumption for financial reasons,conflict
1940655aa6fd764b,I choose meals based on what I make that day,I like the taste of chicken and fish,support
1940655aa6fd764b,I eat meat in most meals,I like the taste of chicken and fish,support
1940655aa6fd764b,I like the taste of chicken and fish,I want to get enough protein,support
1940655aa6fd764b,I choose meals based on what I make that day,I want to get enough protein,support
1940655aa6fd764b,I choose meals based on what I make that day,I eat meat in most meals,support
1940655aa6fd764b,I avoid steak and pork,I sometimes try vegan or vegetarian meals,support
1940655aa6fd764b,I enjoy trying different foods,I sometimes try vegan or vegetarian meals,support
1940655aa6fd764b,I like the taste of chicken and fish,I sometimes try vegan or vegetarian meals,conflict
1940655aa6fd764b,I eat meat in most meals,I sometimes try vegan or vegetarian meals,conflict
1940655aa6fd764b,I eat meat in most meals,I enjoy trying different foods,conflict
1fcd68a516b33f04,I eat meat about three times a week,I enjoy the taste of meat,support
1fcd68a516b33f04,Meat-eating is common in my community,My family members eat meat frequently,support
1fcd68a516b33f04,Meat-eating is common in my community,Meat-eating is ingrained in my lifestyle,support
1fcd68a516b33f04,Health risks are associated with eating too much meat,I believe in eating meat in moderation,support
1fcd68a516b33f04,I believe in eating meat in moderation,Meat-eating is ingrained in my lifestyle,conflict
e4829fb39326588e,I eat meat every day,Most family and friends eat meat,support
e4829fb39326588e,I eat meat every day,I enjoy the flavor of meat,support
e4829fb39326588e,I eat meat every day,I grew up eating meat,support
e4829fb39326588e,I believe meat has unique nutrients,I enjoy the flavor of meat,support
e4829fb39326588e,I eat meat every day,I have vegetarian friends,conflict
e4829fb39326588e,I believe meat has unique nutrients,Vegetarian friends avoid meat for health,conflict
234e7d4c1559a3d0,My husband eats less red meat,My husband has health concerns,support
234e7d4c1559a3d0,I eat a lot of chicken,I have stomach issues,support
234e7d4c1559a3d0,I have stomach issues,I interchange meats with fish and chicken,support
234e7d4c1559a3d0,I eat a lot of chicken,I have acid reflux from some meats,support
234e7d4c1559a3d0,I have acid reflux from some meats,I interchange meats with fish and chicken,support
234e7d4c1559a3d0,I eat less red meat now,I have stomach issues,support
234e7d4c1559a3d0,I eat less red meat now,I have acid reflux from some meats,support
dad40041f6cb7ef4,I usually have meat at breakfast,Protein should be part of my diet,support
dad40041f6cb7ef4,I am concerned about the environment,I have stopped eating beef,support
dad40041f6cb7ef4,I usually have meat at breakfast,Meat is easy to cook,support
dad40041f6cb7ef4,Family gatherings usually include meat,I like the taste of meat,support
dad40041f6cb7ef4,I enjoy veggie burgers,Protein should be part of my diet,support
dad40041f6cb7ef4,I have stopped eating beef,I like the taste of meat,conflict
dad40041f6cb7ef4,Family gatherings usually include meat,I enjoy veggie burgers,conflict
dad40041f6cb7ef4,I enjoy veggie burgers,I have stopped eating beef,conflict
0ef0a9479b25eda6,I am concerned about environmental impact,I prefer not to eat meat,support
0ef0a9479b25eda6,I eat meat daily,I want proper nutrition,support
0ef0a9479b25eda6,I lost significant weight over time,I prefer not to eat meat,support
0ef0a9479b25eda6,I prefer not to eat meat,I told people about fake meat products,support
0ef0a9479b25eda6,I am sensitive about animal harm,I prefer not to eat meat,support
0ef0a9479b25eda6,I prefer not to eat meat,I was vegan for about 20 years,support
0ef0a9479b25eda6,I eat meat daily,I have trouble eating carbohydrates,support
0ef0a9479b25eda6,I have trouble eating carbohydrates,I lost significant weight over time,support
0ef0a9479b25eda6,I lost significant weight over time,I was vegan for about 20 years,conflict
0ef0a9479b25eda6,I have trouble eating carbohydrates,I was vegan for about 20 years,conflict
0ef0a9479b25eda6,I am sensitive about animal harm,I eat meat daily,conflict
0ef0a9479b25eda6,I have trouble eating carbohydrates,I want proper nutrition,conflict
0ef0a9479b25eda6,I prefer not to eat meat,I want proper nutrition,conflict
0ef0a9479b25eda6,I am concerned about environmental impact,I told people about fake meat products,conflict
8b73e21092f24bd1,I love the taste of meat,Meat has variety for different meals,support
8b73e21092f24bd1,I view eating meat as natural,Meat has variety for different meals,support
8b73e21092f24bd1,Health concerns about diabetes,My family prefers eating chicken,support
8b73e21092f24bd1,I eat meat at least twice daily,I love the taste of meat,support
8b73e21092f24bd1,Meat has variety for different meals,TV and commercials influence my meat choices,support
8b73e21092f24bd1,Chicken is filling and versatile,Meat has variety for different meals,support
8b73e21092f24bd1,I eat meat at least twice daily,I try to eat less meat for health,conflict
8b73e21092f24bd1,Health concerns about diabetes,I view eating meat as natural,conflict
338e11072f0a9a3c,I prioritize eating high protein foods,I want to lose weight,support
338e11072f0a9a3c,I always include meat in my meals,I want to lose weight,support
338e11072f0a9a3c,I prioritize eating high protein foods,I think chicken is filling and low calorie,support
338e11072f0a9a3c,I always include meat in my meals,I think chicken is filling and low calorie,support
338e11072f0a9a3c,I prefer chicken over red meat,I think chicken is filling and low calorie,support
338e11072f0a9a3c,I always include meat in my meals,I sometimes enjoy meals without meat,conflict
338e11072f0a9a3c,I feel less full without eating meat,I sometimes enjoy meals without meat,conflict
bba08ffaa6b4972e,Chicken is more sustainable and healthier,I am concerned about cholesterol,support
bba08ffaa6b4972e,I am concerned about cholesterol,I eat chicken for most meals,support
bba08ffaa6b4972e,Meat choices depend on beef sales,Red meat is more expensive than chicken,support
bba08ffaa6b4972e,I am concerned about cholesterol,I avoid red meat on weekdays,support
bba08ffaa6b4972e,I avoid red meat on weekdays,Meat choices depend on beef sales,conflict
bba08ffaa6b4972e,Meat choices depend on beef sales,Red meat causes health complications for me,conflict
bba08ffaa6b4972e,Meat choices depend on beef sales,My wife avoids red meat,conflict
bba08ffaa6b4972e,Meat choices depend on beef sales,Red meat is more expensive than chicken,conflict
01d6c865ad629e1f,I believe meat gives me energy,I eat meat during dinner meals,support
01d6c865ad629e1f,I believe meat gives me energy,I see meat as a good protein source,support
01d6c865ad629e1f,I sometimes feel self-conscious eating all meats,Social contacts choose less fatty meats,support
01d6c865ad629e1f,I sometimes feel self-conscious eating all meats,Social contacts watch their weight,support
01d6c865ad629e1f,I do not like limiting what I eat,I sometimes feel self-conscious eating all meats,conflict
01d6c865ad629e1f,I eat meat during dinner meals,I sometimes prefer dishes without meat,conflict
e15dc1ccfc02dea4,I stopped eating red meat as a teenager,Meat by-products grossed me out,support
e15dc1ccfc02dea4,I have meat with every meal,"I was told to eat protein, vegetable, and starch",support
e15dc1ccfc02dea4,I believe meals need a protein source,I have meat with every meal,support
e15dc1ccfc02dea4,I love eating filet mignon,I stopped eating red meat as a teenager,conflict
e15dc1ccfc02dea4,I stopped eating red meat as a teenager,"I was told to eat protein, vegetable, and starch",conflict
e15dc1ccfc02dea4,I have meat with every meal,I stopped eating red meat as a teenager,conflict
e15dc1ccfc02dea4,I believe meals need a protein source,I stopped eating red meat as a teenager,conflict
1c8a868b5e0ce4ef,I love the taste of meat,I love to eat meat,support
1c8a868b5e0ce4ef,I love to eat meat,Meat is a good source of protein,support
1c8a868b5e0ce4ef,I eat meat to feel full,Meat is a good source of protein,support
1c8a868b5e0ce4ef,I eat meat daily,I love to eat meat,support
1c8a868b5e0ce4ef,I eat meat daily,I eat meat to feel full,support
1c8a868b5e0ce4ef,Eating meat helps me avoid snacking,I eat meat to feel full,support
1c8a868b5e0ce4ef,I eat meat daily,Meat is a good source of protein,support
1c8a868b5e0ce4ef,I love to eat meat,My family enjoys eating meat,support
1c8a868b5e0ce4ef,I eat meat to feel full,My family enjoys eating meat,support
1c8a868b5e0ce4ef,Meat is a good source of protein,My family enjoys eating meat,support
1c8a868b5e0ce4ef,I eat meat daily,Meat is sometimes expensive,conflict
1c8a868b5e0ce4ef,I avoid pork because it feels heavy,I love to eat meat,conflict
1c8a868b5e0ce4ef,I avoid pork because it feels heavy,I eat meat to feel full,conflict
1c8a868b5e0ce4ef,Meat is sometimes expensive,My family enjoys eating meat,conflict
2c779c0028c91422,I eat meat with most dinners,I love the taste of meat,support
2c779c0028c91422,I eat meat with most dinners,I enjoy preparing different kinds of meat,support
2c779c0028c91422,I eat meat with most dinners,Meat is central in my family culture,support
2c779c0028c91422,I eat meat with most dinners,I want to consume enough protein,support
2c779c0028c91422,I eat meat with most dinners,Increasing meat prices limit beef consumption,conflict
2c779c0028c91422,I want to consume enough protein,Increasing meat prices limit beef consumption,conflict
2c779c0028c91422,I want to consume enough protein,My wife suggests eating less meat,conflict
2c779c0028c91422,I enjoy preparing different kinds of meat,My wife suggests eating less meat,conflict
2c779c0028c91422,I love the taste of meat,My wife suggests eating less meat,conflict
2c779c0028c91422,Increasing meat prices limit beef consumption,My wife suggests eating less meat,conflict
2c779c0028c91422,I eat meat with most dinners,My wife suggests eating less meat,conflict
9d41a316406ab604,I am concerned about health,I want to get enough protein,support
9d41a316406ab604,I include plant-based proteins in meals,I want to get enough protein,support
9d41a316406ab604,I choose lean meats like chicken or fish,I want to get enough protein,support
9d41a316406ab604,I am concerned about health,I enjoy the flavor of meat,conflict
9d41a316406ab604,I am concerned about environmental impact,I want to get enough protein,conflict
9d41a316406ab604,Eating meat is convenient,I am concerned about environmental impact,conflict
7a28a7b7738bc656,I eat meat almost every day,I enjoy eating meat,support
7a28a7b7738bc656,I eat meat almost every day,Meat fills me up,support
7a28a7b7738bc656,Meat fills me up,Meat provides a lot of nutrition,support
7a28a7b7738bc656,I enjoy eating meat,Social contacts enjoy the taste of meat,support
7a28a7b7738bc656,Everyone I know eats a lot of meat,Social contacts enjoy the taste of meat,support
7a28a7b7738bc656,Everyone I know eats a lot of meat,Social contacts find meat nutritious,support
